ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8017421	1.71e-06	1.74e-07	6.240599	6.955773	0.987798	CCDC47	coiled-coil domain containing 47
8070141	1.71e-06	1.75e-07	6.240498	6.955441	1.050968	CRYZL1	crystallin zeta like 1
8040163	1.71e-06	1.75e-07	6.239198	6.951182	0.974214	IAH1	isoamyl acetate-hydrolyzing esterase 1 homolog
7988414	1.71e-06	1.75e-07	6.239143	6.951004	2.305354	GATM	glycine amidinotransferase
8015685	1.71e-06	1.75e-07	6.238851	6.950045	1.188248	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
8167693	1.71e-06	1.76e-07	-6.238706	6.949572	-0.614515	XAGE2	X antigen family member 2
7943620	1.71e-06	1.76e-07	6.238313	6.948286	0.932191	ATM	ATM serine/threonine kinase
7997556	1.71e-06	1.76e-07	-6.238101	6.947592	-0.596447	DNAAF1	dynein axonemal assembly factor 1
8093643	1.73e-06	1.78e-07	6.234512	6.935838	0.874429	ADD1	adducin 1
8133662	1.74e-06	1.79e-07	6.23298	6.930819	0.793856	RHBDD2	rhomboid domain containing 2
7918449	1.75e-06	1.80e-07	6.231928	6.927375	1.24117	KCNA2	potassium voltage-gated channel subfamily A member 2
8041995	1.75e-06	1.80e-07	6.231565	6.926185	0.670766	SPTBN1	spectrin beta, non-erythrocytic 1
7908907	1.75e-06	1.80e-07	-6.231076	6.924584	-0.518523	ADORA1	adenosine A1 receptor
7918255	1.75e-06	1.80e-07	6.230906	6.924028	0.709798	CLCC1	chloride channel CLIC like 1
8007058	1.75e-06	1.80e-07	6.230769	6.923579	0.549353	WIPF2	WAS/WASL interacting protein family member 2
8020323	1.76e-06	1.81e-07	6.229817	6.920462	0.887463	RNMT	RNA guanine-7 methyltransferase
8006367	1.77e-06	1.82e-07	-6.227879	6.914115	-0.568398	RHBDL3	rhomboid like 3
7970954	1.77e-06	1.82e-07	-6.227629	6.913295	-1.600792	DCLK1	doublecortin like kinase 1
8029377	1.78e-06	1.84e-07	6.224641	6.90351	0.812111	ZNF224	zinc finger protein 224
7932311	1.79e-06	1.85e-07	6.222807	6.897506	0.801477	RSU1	Ras suppressor protein 1
8076677	1.80e-06	1.86e-07	-6.220787	6.89089	-0.453018	PHF21B	PHD finger protein 21B
7988970	1.80e-06	1.87e-07	6.220306	6.889315	1.101365	FAM214A	family with sequence similarity 214 member A
8090214	1.80e-06	1.87e-07	-6.220268	6.889191	-0.733964	SLC12A8	solute carrier family 12 member 8
7933298	1.81e-06	1.87e-07	-6.219855	6.887839	-0.730354	SYT15	synaptotagmin 15
8015376	1.81e-06	1.87e-07	-6.219375	6.886266	-0.645398	KRT16	keratin 16
7954717	1.82e-06	1.88e-07	6.217821	6.881179	0.876135	BICD1	BICD cargo adaptor 1
7973840	1.82e-06	1.88e-07	6.217574	6.880368	1.016298	ARHGAP5	Rho GTPase activating protein 5
7947784	1.82e-06	1.88e-07	6.217439	6.879926	0.574619	ARFGAP2	ADP ribosylation factor GTPase activating protein 2
7907092	1.82e-06	1.89e-07	-6.216718	6.877565	-0.759598	MPZL1	myelin protein zero like 1
8158059	1.82e-06	1.89e-07	6.216629	6.877273	0.988624	STXBP1	syntaxin binding protein 1
8086953	1.82e-06	1.89e-07	6.216627	6.877268	0.51838	SHISA5	shisa family member 5
8152222	1.84e-06	1.91e-07	6.212795	6.864721	1.047058	AZIN1	antizyme inhibitor 1
8121300	1.86e-06	1.93e-07	6.209742	6.854722	0.718188	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
7902822	1.86e-06	1.94e-07	6.209317	6.85333	0.967642	PKN2	protein kinase N2
8006562	1.87e-06	1.95e-07	-6.207122	6.846142	-0.572564	RASL10B	RAS like family 10 member B
8013567	1.87e-06	1.95e-07	6.207065	6.845957	1.405195	LYRM9	LYR motif containing 9
7970033	1.88e-06	1.96e-07	6.205772	6.841724	0.907655	COL4A2	collagen type IV alpha 2 chain
8159531	1.88e-06	1.96e-07	-6.205027	6.839283	-0.569562	LCNL1	lipocalin like 1
8044049	1.89e-06	1.97e-07	-6.204541	6.837691	-1.270459	IL18RAP	interleukin 18 receptor accessory protein
7964413	1.89e-06	1.97e-07	6.203562	6.834485	0.565085	R3HDM2	R3H domain containing 2
8023735	1.89e-06	1.97e-07	6.203366	6.833846	0.847845	TMX3	thioredoxin related transmembrane protein 3
8021349	1.91e-06	1.99e-07	-6.200721	6.825185	-0.514036	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3
8049509	1.91e-06	1.99e-07	-6.200509	6.82449	-0.661093	PRLH	prolactin releasing hormone
7899870	1.91e-06	1.99e-07	6.200487	6.824416	0.79023	ZNF362	zinc finger protein 362
8025984	1.91e-06	2.00e-07	6.199976	6.822745	0.961487	ZNF844	zinc finger protein 844
8068375	1.91e-06	2.00e-07	6.19905	6.819712	0.56897	SMIM11A	small integral membrane protein 11A
7899005	1.91e-06	2.00e-07	6.19878	6.818828	0.564935	TMEM50A	transmembrane protein 50A
8106141	1.91e-06	2.01e-07	6.198493	6.817889	1.093192	FCHO2	FCH domain only 2
8095728	1.92e-06	2.01e-07	-6.197899	6.815943	-0.636382	EREG	epiregulin
7938812	1.92e-06	2.01e-07	6.197406	6.81433	1.018693	TMEM86A	transmembrane protein 86A
8042772	1.92e-06	2.02e-07	6.196987	6.812956	0.793548	STAMBP	STAM binding protein
7998510	1.92e-06	2.02e-07	6.196541	6.811497	0.806135	CLCN7	chloride voltage-gated channel 7
7915882	1.93e-06	2.03e-07	6.194609	6.805173	0.936384	EFCAB14	EF-hand calcium binding domain 14
8051547	1.94e-06	2.04e-07	6.193108	6.800256	0.587936	PRKD3	protein kinase D3
8071516	1.95e-06	2.05e-07	-6.192285	6.797563	-0.505131	BCRP2///BCR	breakpoint cluster region pseudogene 2///BCR, RhoGEF and GTPase activating protein
7955873	1.96e-06	2.06e-07	-6.190271	6.790969	-0.548036	HOXC6///HOXC4	homeobox C6///homeobox C4
7981824	1.97e-06	2.07e-07	6.188932	6.786584	1.036506	CYFIP1	cytoplasmic FMR1 interacting protein 1
8078497	1.97e-06	2.07e-07	-6.188539	6.785298	-0.678694	ARPP21	cAMP regulated phosphoprotein 21
8061138	1.97e-06	2.08e-07	6.188066	6.783747	0.66752	PET117///KAT14	PET117 homolog///lysine acetyltransferase 14
7921179	1.97e-06	2.08e-07	6.187732	6.782654	0.536838	ARHGEF11	Rho guanine nucleotide exchange factor 11
8018189	1.97e-06	2.08e-07	-6.187306	6.78126	-0.907886	CD300E	CD300e molecule
7927202	1.97e-06	2.09e-07	6.1869	6.779932	1.014837	ZNF22	zinc finger protein 22
8168868	1.98e-06	2.09e-07	6.185896	6.776642	0.868285	ARMCX1	armadillo repeat containing, X-linked 1
8040831	1.99e-06	2.10e-07	6.184739	6.772855	0.786161	ATRAID	all-trans retinoic acid induced differentiation factor
8054978	1.99e-06	2.10e-07	6.18448	6.772006	0.79272	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
7921099	1.99e-06	2.11e-07	-6.183204	6.76783	-2.145962	CRABP2	cellular retinoic acid binding protein 2
7985159	2.00e-06	2.12e-07	-6.1819	6.763562	-1.839728	CRABP1	cellular retinoic acid binding protein 1
8007620	2.00e-06	2.12e-07	6.181733	6.763012	0.913109	GRN	granulin
8148059	2.01e-06	2.13e-07	6.180755	6.75981	1.037384	DEPTOR	DEP domain containing MTOR-interacting protein
7925492	2.01e-06	2.13e-07	6.1805	6.758976	0.823768	OPN3	opsin 3
8094688	2.03e-06	2.16e-07	6.177027	6.747607	0.659663	LIAS	lipoic acid synthetase
8072931	2.03e-06	2.16e-07	-6.1767	6.746537	-0.588712	GCAT	glycine C-acetyltransferase
8134211	2.04e-06	2.17e-07	6.175347	6.742105	1.018298	RBM48	RNA binding motif protein 48
7949124	2.05e-06	2.18e-07	-6.173943	6.737509	-1.182835	PYGM	phosphorylase, glycogen, muscle
7942328	2.06e-06	2.19e-07	-6.171669	6.730064	-0.726103	FOLR3	folate receptor 3
7984155	2.07e-06	2.20e-07	6.170916	6.727601	0.990524	SNX1	sorting nexin 1
7914809	2.07e-06	2.20e-07	6.170899	6.727543	0.729222	KIAA0319L	KIAA0319 like
8029413	2.07e-06	2.21e-07	6.169482	6.722906	0.511746	ZNF227	zinc finger protein 227
7987869	2.09e-06	2.23e-07	6.166823	6.7142	0.978077	TMEM87A	transmembrane protein 87A
8111887	2.10e-06	2.24e-07	-6.1654	6.709543	-0.909794	PLCXD3	phosphatidylinositol specific phospholipase C X domain containing 3
8132557	2.10e-06	2.24e-07	6.165342	6.709352	0.84256	AEBP1	AE binding protein 1
8081710	2.10e-06	2.24e-07	-6.165146	6.708709	-0.687818	SIDT1	SID1 transmembrane family member 1
7949619	2.10e-06	2.24e-07	-6.164907	6.707928	-0.484274	SLC29A2	solute carrier family 29 member 2
8036820	2.10e-06	2.25e-07	6.164616	6.706974	0.550583	ZNF780A	zinc finger protein 780A
8015655	2.10e-06	2.25e-07	6.163956	6.704814	0.652182	FAM134C	family with sequence similarity 134 member C
8115594	2.12e-06	2.27e-07	-6.161998	6.698405	-0.579134	C1QTNF2	C1q and tumor necrosis factor related protein 2
8048541	2.12e-06	2.27e-07	-6.161701	6.697431	-0.59634	DES	desmin
8002381	2.12e-06	2.27e-07	6.161203	6.695801	0.933081	COG4	component of oligomeric golgi complex 4
7953321	2.13e-06	2.28e-07	6.160288	6.692806	0.594451	LTBR	lymphotoxin beta receptor
8117140	2.14e-06	2.30e-07	6.157928	6.685082	0.654654	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1
7898211	2.14e-06	2.30e-07	6.157797	6.684653	0.544021	DDI2///RSC1A1	DNA damage inducible 1 homolog 2///regulatory solute carrier protein, family 1, member 1
7979524	2.14e-06	2.30e-07	-6.157779	6.684594	-0.631105	TMEM30B	transmembrane protein 30B
7906205	2.15e-06	2.30e-07	-6.156884	6.681663	-0.931286	BCAN	brevican
7980537	2.15e-06	2.31e-07	-6.15638	6.680013	-0.848563	STON2	stonin 2
8009639	2.15e-06	2.32e-07	-6.155243	6.676291	-0.618754	GPRC5C	G protein-coupled receptor class C group 5 member C
8124950	2.16e-06	2.33e-07	-6.153977	6.672148	-0.678577	LTB	lymphotoxin beta
8043197	2.17e-06	2.34e-07	6.152586	6.667595	1.284531	VAMP8	vesicle associated membrane protein 8
8085244	2.17e-06	2.34e-07	-6.152148	6.66616	-1.347677	CIDEC	cell death inducing DFFA like effector c
8156415	2.18e-06	2.34e-07	-6.151822	6.665094	-0.625591	WNK2	WNK lysine deficient protein kinase 2
8151768	2.18e-06	2.35e-07	-6.150822	6.66182	-1.274998	RUNX1T1	RUNX1 translocation partner 1
8123315	2.18e-06	2.35e-07	6.15076	6.661617	0.973902	QKI	QKI, KH domain containing RNA binding
8019669	2.19e-06	2.36e-07	-6.149629	6.657916	-0.45027	GCGR	glucagon receptor
8086985	2.19e-06	2.37e-07	-6.148771	6.655105	-0.584528	COL7A1	collagen type VII alpha 1 chain
8100984	2.19e-06	2.37e-07	-6.148765	6.655088	-0.538931	CXCL3	C-X-C motif chemokine ligand 3
8000329	2.21e-06	2.39e-07	6.14645	6.647509	0.702216	PALB2	partner and localizer of BRCA2
8012918	2.22e-06	2.40e-07	6.144364	6.640683	0.883581	TVP23C-CDRT4///CDRT4	TVP23C-CDRT4 readthrough///CMT1A duplicated region transcript 4
7909529	2.23e-06	2.41e-07	6.143611	6.638217	0.776402	RCOR3	REST corepressor 3
8168749	2.24e-06	2.43e-07	6.141464	6.631189	1.206456	SRPX2	sushi repeat containing protein, X-linked 2
8015115	2.25e-06	2.44e-07	-6.139775	6.62566	-0.502284	KRT12	keratin 12
8047187	2.26e-06	2.45e-07	-6.138017	6.619905	-0.541941	CCDC150	coiled-coil domain containing 150
7897737	2.26e-06	2.45e-07	-6.137929	6.619619	-0.658625	DRAXIN	dorsal inhibitory axon guidance protein
8030860	2.26e-06	2.46e-07	-6.137746	6.619019	-1.206958	FPR2	formyl peptide receptor 2
8137414	2.28e-06	2.48e-07	6.134973	6.609942	0.729318	NUB1	negative regulator of ubiquitin like proteins 1
8115147	2.28e-06	2.48e-07	6.134949	6.609867	1.359669	CD74///ROS1	CD74 molecule///ROS proto-oncogene 1, receptor tyrosine kinase
8162449	2.29e-06	2.49e-07	6.133729	6.605872	0.82879	ZNF484	zinc finger protein 484
7995976	2.32e-06	2.52e-07	6.129656	6.59254	0.754847	CPNE2	copine 2
7961595	2.33e-06	2.53e-07	-6.128598	6.589079	-1.210011	RERGL	RERG like
7953450	2.33e-06	2.54e-07	-6.128051	6.58729	-0.616666	P3H3	prolyl 3-hydroxylase 3
8019316	2.34e-06	2.55e-07	-6.126667	6.582758	-0.583918	PYCR1	pyrroline-5-carboxylate reductase 1
7987840	2.35e-06	2.56e-07	6.125569	6.579164	0.731452	VPS39	VPS39, HOPS complex subunit
7903827	2.35e-06	2.56e-07	6.125511	6.578975	0.544544	STRIP1	striatin interacting protein 1
8149258	2.35e-06	2.56e-07	-6.125196	6.577945	-0.861082	MFHAS1	malignant fibrous histiocytoma amplified sequence 1
8008151	2.35e-06	2.57e-07	-6.124462	6.575542	-0.782059	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1
8086028	2.36e-06	2.57e-07	6.123931	6.573803	1.148888	GLB1	galactosidase beta 1
7947496	2.36e-06	2.57e-07	-6.123569	6.57262	-1.377455	SLC1A2	solute carrier family 1 member 2
8066905	2.36e-06	2.58e-07	6.123449	6.572227	0.838963	ZNFX1	zinc finger NFX1-type containing 1
7923119	2.36e-06	2.58e-07	6.123381	6.572005	1.034314	ZBTB41	zinc finger and BTB domain containing 41
8026638	2.36e-06	2.58e-07	6.123291	6.571709	0.764522	MYO9B	myosin IXB
7909689	2.36e-06	2.59e-07	6.121945	6.567304	0.756458	SMYD2	SET and MYND domain containing 2
8072015	2.38e-06	2.60e-07	6.120352	6.562091	0.970686	GRK3	G protein-coupled receptor kinase 3
8151384	2.38e-06	2.60e-07	6.120101	6.56127	0.649207	STAU2	staufen double-stranded RNA binding protein 2
8162940	2.38e-06	2.60e-07	6.1201	6.561268	1.490717	ABCA1	ATP binding cassette subfamily A member 1
8107646	2.38e-06	2.61e-07	-6.119573	6.559543	-0.510974	PRDM6	PR/SET domain 6
8040618	2.40e-06	2.63e-07	6.116981	6.55106	1.365009	RAB10	RAB10, member RAS oncogene family
7932826	2.40e-06	2.64e-07	-6.116274	6.548747	-0.86215	KIAA1462	KIAA1462
7988444	2.40e-06	2.64e-07	6.116014	6.547895	0.871337	MYEF2	myelin expression factor 2
8068697	2.41e-06	2.65e-07	6.115377	6.545811	1.539565	MX2	MX dynamin like GTPase 2
7938090	2.41e-06	2.65e-07	-6.114712	6.543634	-0.478452	CCKBR	cholecystokinin B receptor
8175263	2.41e-06	2.66e-07	-6.114213	6.542	-0.743677	PLAC1	placenta specific 1
7924071	2.42e-06	2.66e-07	-6.113331	6.539114	-0.748579	KCNH1	potassium voltage-gated channel subfamily H member 1
8056890	2.42e-06	2.67e-07	6.112772	6.537286	1.052137	CHN1	chimerin 1
8101099	2.42e-06	2.67e-07	6.112447	6.536221	1.021161	SDAD1	SDA1 domain containing 1
7901931	2.44e-06	2.69e-07	6.110805	6.53085	0.72551	EFCAB7	EF-hand calcium binding domain 7
7944850	2.44e-06	2.69e-07	6.110588	6.530139	0.733592	TBRG1	transforming growth factor beta regulator 1
8107066	2.45e-06	2.70e-07	6.109193	6.525574	0.795067	LNPEP	leucyl and cystinyl aminopeptidase
7917885	2.46e-06	2.71e-07	6.107904	6.521356	0.776268	CNN3	calponin 3
8150036	2.46e-06	2.72e-07	6.107546	6.520185	1.141601	KIF13B	kinesin family member 13B
8138613	2.46e-06	2.72e-07	6.107377	6.519632	0.819817	OSBPL3	oxysterol binding protein like 3
8130191	2.46e-06	2.72e-07	6.107015	6.518448	0.789666	RMND1	required for meiotic nuclear division 1 homolog
7944275	2.47e-06	2.74e-07	6.10508	6.512114	0.680947	TMEM25	transmembrane protein 25
8047709	2.47e-06	2.74e-07	6.104984	6.511799	0.933157	PARD3B	par-3 family cell polarity regulator beta
7960850	2.48e-06	2.75e-07	-6.103691	6.507569	-0.839401	SLC2A14	solute carrier family 2 member 14
7970999	2.48e-06	2.75e-07	6.103369	6.506515	1.216985	SPG20	spastic paraplegia 20 (Troyer syndrome)
8057700	2.48e-06	2.75e-07	6.103267	6.50618	0.895852	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1
8047467	2.49e-06	2.76e-07	-6.102859	6.504846	-0.745179	CDK15	cyclin dependent kinase 15
8006638	2.49e-06	2.76e-07	6.102111	6.5024	0.792641	GGNBP2	gametogenetin binding protein 2
7991138	2.49e-06	2.77e-07	-6.101944	6.501853	-0.566998	NMB	neuromedin B
7965335	2.50e-06	2.78e-07	6.100334	6.496585	1.252964	DUSP6	dual specificity phosphatase 6
8079170	2.50e-06	2.78e-07	6.099925	6.495248	0.812713	TCAIM	T-cell activation inhibitor, mitochondrial
7932285	2.50e-06	2.79e-07	6.099869	6.495065	1.01475	FAM188A	family with sequence similarity 188 member A
8160953	2.51e-06	2.80e-07	6.098467	6.490476	0.446277	PIGO	phosphatidylinositol glycan anchor biosynthesis class O
7900009	2.52e-06	2.81e-07	6.097191	6.4863	0.605572	AGO4	argonaute 4, RISC catalytic component
7907370	2.53e-06	2.82e-07	6.09618	6.482993	1.024431	DNM3	dynamin 3
8175696	2.53e-06	2.82e-07	-6.096004	6.482415	-0.874491	GABRA3	gamma-aminobutyric acid type A receptor alpha3 subunit
8054020	2.54e-06	2.83e-07	-6.09469	6.478118	-0.540508	FAM178B	family with sequence similarity 178 member B
8060594	2.54e-06	2.84e-07	-6.094251	6.47668	-0.541067	GNRH2	gonadotropin releasing hormone 2
8080578	2.55e-06	2.85e-07	-6.093375	6.473816	-0.575696	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3
8011027	2.56e-06	2.85e-07	6.092608	6.471305	0.949412	MYO1C	myosin IC
7926677	2.56e-06	2.86e-07	6.091965	6.4692	1.141275	OTUD1	OTU deubiquitinase 1
8152902	2.56e-06	2.86e-07	-6.091444	6.467496	-1.133618	ADCY8	adenylate cyclase 8
7994216	2.56e-06	2.87e-07	-6.09132	6.467092	-1.018651	SLC5A11	solute carrier family 5 member 11
7939314	2.57e-06	2.87e-07	-6.090746	6.465214	-1.224354	EHF	ETS homologous factor
8162719	2.58e-06	2.89e-07	-6.088473	6.457774	-0.795386	HEMGN	hemogen
8158890	2.58e-06	2.89e-07	-6.088432	6.457642	-0.456618	NTNG2	netrin G2
8107613	2.59e-06	2.90e-07	6.087964	6.45611	1.205056	SNX2	sorting nexin 2
8155359	2.59e-06	2.91e-07	-6.087021	6.453027	-1.237515	CNTNAP3B///CNTNAP3P2///CNTNAP3	contactin associated protein-like 3B///contactin associated protein-like 3 pseudogene 2///contactin associated protein-like 3
7919856	2.61e-06	2.93e-07	6.084962	6.44629	0.81894	CERS2	ceramide synthase 2
8132694	2.61e-06	2.93e-07	-6.084869	6.445983	-0.722183	IGFBP1	insulin like growth factor binding protein 1
7938762	2.63e-06	2.96e-07	6.081845	6.43609	0.757063	GTF2H1	general transcription factor IIH subunit 1
7926239	2.63e-06	2.96e-07	6.081721	6.435684	0.684621	OPTN	optineurin
7973510	2.64e-06	2.97e-07	-6.080267	6.43093	-0.765568	CPNE6	copine 6
8118345	2.65e-06	2.98e-07	6.079952	6.429897	1.159267	CFB	complement factor B
8081069	2.65e-06	2.98e-07	6.079478	6.428347	1.007521	ZNF654	zinc finger protein 654
8079426	2.65e-06	2.98e-07	-6.079179	6.427367	-0.833196	TMIE	transmembrane inner ear
7904293	2.66e-06	3.00e-07	-6.077968	6.423406	-0.95339	PTGFRN	prostaglandin F2 receptor inhibitor
8132292	2.67e-06	3.01e-07	6.076935	6.420026	0.991005	SEPT7	septin 7
8122279	2.67e-06	3.02e-07	-6.075949	6.416802	-1.079314	ARFGEF3	ARFGEF family member 3
8045736	2.68e-06	3.02e-07	6.075717	6.416043	1.037482	FMNL2	formin like 2
7899265	2.70e-06	3.04e-07	-6.073314	6.408183	-1.077979	SFN	stratifin
7996393	2.70e-06	3.05e-07	6.072856	6.406682	1.03621	CBFB	core-binding factor beta subunit
7898988	2.70e-06	3.05e-07	6.0728	6.406499	0.82508	CLIC4	chloride intracellular channel 4
8060772	2.70e-06	3.05e-07	6.072765	6.406387	0.851664	CDS2	CDP-diacylglycerol synthase 2
7915101	2.71e-06	3.06e-07	6.071155	6.401118	0.544365	INPP5B	inositol polyphosphate-5-phosphatase B
8094520	2.71e-06	3.07e-07	-6.070771	6.399861	-0.580246	PCDH7	protocadherin 7
8142997	2.72e-06	3.08e-07	-6.069651	6.396197	-0.809797	PLXNA4	plexin A4
7993622	2.73e-06	3.10e-07	6.068154	6.3913	0.865713	ITPRIPL2	inositol 1,4,5-trisphosphate receptor interacting protein like 2
8175360	2.74e-06	3.11e-07	6.066693	6.386522	0.924119	MMGT1	membrane magnesium transporter 1
7983239	2.75e-06	3.12e-07	-6.065761	6.383473	-0.742773	CKMT1A///CKMT1B///CKMT1A///CKMT1B	creatine kinase, mitochondrial 1A///creatine kinase, mitochondrial 1B///creatine kinase, mitochondrial 1A///creatine kinase, mitochondrial 1B
8045136	2.76e-06	3.13e-07	6.065078	6.38124	0.334738	WTH3DI///RAB6C///RAB6A	RAB6C-like///RAB6C, member RAS oncogene family///RAB6A, member RAS oncogene family
7930025	2.77e-06	3.14e-07	-6.063532	6.376184	-0.568122	ELOVL3	ELOVL fatty acid elongase 3
7921155	2.77e-06	3.15e-07	-6.062886	6.37407	-0.549832	INSRR	insulin receptor related receptor
8085660	2.78e-06	3.16e-07	6.062378	6.372406	0.937992	DPH3	diphthamide biosynthesis 3
8085571	2.79e-06	3.17e-07	6.06117	6.368458	0.971736	METTL6	methyltransferase like 6
8147469	2.80e-06	3.18e-07	6.060067	6.364848	0.957501	CPQ	carboxypeptidase Q
7906348	2.80e-06	3.19e-07	-6.059274	6.362253	-1.333606	CD1C	CD1c molecule
8159373	2.80e-06	3.19e-07	-6.059062	6.361561	-0.503159	FAM69B	family with sequence similarity 69 member B
7987315	2.81e-06	3.20e-07	-6.057922	6.357831	-0.721345	ACTC1	actin, alpha, cardiac muscle 1
8064277	2.81e-06	3.20e-07	-6.057659	6.356971	-0.53276	MYT1	myelin transcription factor 1
8043251	2.81e-06	3.21e-07	6.057329	6.355891	1.004895	PTCD3	pentatricopeptide repeat domain 3
8126288	2.82e-06	3.22e-07	-6.05654	6.35331	-0.622099	TREML2	triggering receptor expressed on myeloid cells like 2
8169083	2.83e-06	3.23e-07	-6.055023	6.348349	-0.426746	ZCCHC18	zinc finger CCHC-type containing 18
7979505	2.85e-06	3.25e-07	-6.053423	6.343117	-1.171822	SIX1	SIX homeobox 1
8009164	2.85e-06	3.26e-07	6.052945	6.341552	0.735725	DCAF7	DDB1 and CUL4 associated factor 7
7917199	2.85e-06	3.26e-07	6.052652	6.340595	1.007863	TTLL7	tubulin tyrosine ligase like 7
8024712	2.85e-06	3.26e-07	-6.052372	6.339678	-0.615867	ATCAY	ATCAY, caytaxin
8096130	2.87e-06	3.28e-07	-6.050781	6.334475	-0.523308	CDS1	CDP-diacylglycerol synthase 1
7953166	2.87e-06	3.28e-07	6.050583	6.333829	0.86681	TSPAN9	tetraspanin 9
7989924	2.87e-06	3.28e-07	6.050423	6.333303	0.700345	SNAPC5	small nuclear RNA activating complex polypeptide 5
8045398	2.87e-06	3.29e-07	6.049824	6.331345	0.837648	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
8122327	2.88e-06	3.30e-07	6.048811	6.328031	0.946104	CCDC28A	coiled-coil domain containing 28A
7961102	2.88e-06	3.30e-07	-6.04858	6.327277	-0.696572	CLEC1B	C-type lectin domain family 1 member B
8011990	2.92e-06	3.35e-07	-6.044047	6.312452	-0.710648	TEKT1	tektin 1
7989323	2.93e-06	3.37e-07	6.042813	6.308416	1.006045	BNIP2	BCL2 interacting protein 2
8052872	2.95e-06	3.38e-07	6.041414	6.303839	1.283651	TGFA	transforming growth factor alpha
7902452	2.97e-06	3.42e-07	6.038316	6.293707	1.356785	AK5	adenylate kinase 5
8081686	2.98e-06	3.43e-07	-6.037515	6.29109	-1.028752	BOC	BOC cell adhesion associated, oncogene regulated
8020129	2.98e-06	3.43e-07	6.036949	6.289236	0.763635	VAPA	VAMP associated protein A
8026265	3.01e-06	3.46e-07	-6.034635	6.28167	-0.635881	RLN3	relaxin 3
8148985	3.01e-06	3.47e-07	6.033658	6.278477	0.663896	ERICH1	glutamate rich 1
