GSE39645,SCML2,-0.619089,3.67E-12,2.77E-10,-9.58404,Down
GSE39645,COBL,1.747648,3.71E-12,2.79E-10,9.580557,Up
GSE39645,BCL2,1.45047,3.82E-12,2.86E-10,9.570803,Up
GSE39645,NXPE3,1.268935,3.84E-12,2.86E-10,9.56965,Up
GSE39645,BMX,-0.773884,3.95E-12,2.92E-10,-9.560279,Down
GSE39645,SCN1B,1.183082,3.96E-12,2.92E-10,9.559814,Up
GSE39645,PTGIS,-1.991197,4.38E-12,3.22E-10,-9.526356,Down
GSE39645,SLC35D2,1.554993,4.48E-12,3.28E-10,9.51941,Up
GSE39645,RHOJ,2.260643,5.12E-12,3.73E-10,9.475712,Up
GSE39645,MID1,1.916379,5.16E-12,3.75E-10,9.472673,Up
GSE39645,KLHL24,1.429483,5.3E-12,3.84E-10,9.463882,Up
GSE39645,HSD11B1,-0.976929,5.45E-12,3.93E-10,-9.455245,Down
GSE39645,TM6SF1,1.806428,5.7E-12,4.09E-10,9.44072,Up
GSE39645,KIAA1033,1.591235,5.89E-12,4.21E-10,9.429923,Up
GSE39645,SLFN12,1.599632,6.02E-12,4.28E-10,9.422787,Up
GSE39645,ANGPT1,-1.800788,6.08E-12,4.31E-10,-9.419391,Down
GSE39645,SHC4,1.78516,6.15E-12,4.34E-10,9.415678,Up
GSE39645,FCN1,-1.535382,6.23E-12,4.38E-10,-9.41155,Down
