geo_id,gene_symbol,logFC,p_value,adj_p_value,t_stat,regulation
GSE39645,ZNF680,0.393539,0.0268,0.0368,2.294658,Up
GSE39645,BICDL2,-0.210425,0.0268,0.0368,-2.294547,Down
GSE39645,ARHGAP6,-0.21689,0.0268,0.0368,-2.294242,Down
GSE39645,DUOXA1,0.245566,0.0269,0.0369,2.293095,Up
GSE39645,KIF18A,-0.481803,0.0269,0.0369,-2.292898,Down
GSE39645,CPSF6,0.298189,0.0269,0.0369,2.292676,Up
GSE39645,POC1B-GALNT4///GALNT4,0.307419,0.027,0.037,2.291462,Up
GSE39645,ZSCAN5A,-0.16725,0.027,0.0371,-2.290545,Down
GSE39645,GALNT13,-0.586331,0.0271,0.0372,-2.289968,Down
GSE39645,PPP4C,0.264778,0.0271,0.0372,2.28904,Up
GSE39645,RALGAPA1,0.28963,0.0272,0.0373,2.288458,Up
GSE39645,CCNA1,-0.248691,0.0272,0.0373,-2.288295,Down
GSE39645,ACTN3,-0.231588,0.0272,0.0373,-2.287687,Down
GSE39645,MIEF1,0.28997,0.0272,0.0374,2.28744,Up
GSE39645,UTP3,0.33462,0.0272,0.0374,2.287363,Up
GSE39645,CETN1,-0.173969,0.0272,0.0374,-2.287298,Down
GSE39645,ZNF574,0.216469,0.0273,0.0374,2.287093,Up
GSE39645,REP15,-0.438249,0.0273,0.0374,-2.286776,Down
GSE39645,PLCG2,0.345345,0.0273,0.0374,2.286693,Up
GSE39645,PRPF38A,0.35394,0.0273,0.0375,2.285945,Up
GSE39645,AHI1,0.422614,0.0274,0.0375,2.285289,Up
GSE39645,KRTAP19-6,-0.205894,0.0274,0.0376,-2.284928,Down
GSE39645,CNKSR3///CNKSR3,0.500074,0.0274,0.0376,2.284785,Up
GSE39645,TRAM2,0.543966,0.0274,0.0376,2.28452,Up
GSE39645,NFATC3,0.253745,0.0274,0.0376,2.284498,Up
GSE39645,TSFM,0.190297,0.0275,0.0377,2.283599,Up
GSE39645,DHFR,0.47706,0.0275,0.0377,2.283513,Up
GSE39645,CORO1B///PTPRCAP,0.178529,0.0275,0.0377,2.282999,Up
GSE39645,CACNA2D2,-0.264522,0.0276,0.0378,-2.282523,Down
GSE39645,ASPN,-1.036742,0.0276,0.0378,-2.282345,Down
GSE39645,GSDMB,-0.301841,0.0276,0.0378,-2.281644,Down
GSE39645,ZFPL1,0.173649,0.0276,0.0379,2.281043,Up
GSE39645,FAM24B-CUZD1///CUZD1,-0.332388,0.0277,0.0379,-2.280823,Down
GSE39645,MGAT1,0.248918,0.0277,0.0379,2.280438,Up
GSE39645,SNRNP48,0.284511,0.0277,0.038,2.279843,Up
GSE39645,MTRF1L,0.260283,0.0277,0.038,2.279724,Up
GSE39645,HMBOX1,0.388388,0.0277,0.038,2.279576,Up
GSE39645,LRRC14B,-0.226328,0.0278,0.038,-2.279199,Down
GSE39645,PNPLA2,0.250795,0.0278,0.0381,2.278636,Up
GSE39645,MSANTD1,-0.230019,0.0278,0.0381,-2.278584,Down
GSE39645,KNSTRN,0.388361,0.0278,0.0381,2.278521,Up
GSE39645,LCN1,-0.343736,0.0278,0.0381,-2.277938,Down
GSE39645,CMKLR1,0.478107,0.0279,0.0381,2.277912,Up
GSE39645,CEP83,0.322553,0.0279,0.0382,2.277238,Up
GSE39645,ROPN1B///ROPN1,-0.309012,0.0279,0.0382,-2.277124,Down
GSE39645,SRPK3,-0.1717,0.0279,0.0382,-2.277098,Down
GSE39645,BSPRY,-0.385391,0.0279,0.0382,-2.277061,Down
GSE39645,ACTRT3,-0.429482,0.0279,0.0382,-2.276701,Down
GSE39645,METTL7B,-0.410308,0.0279,0.0382,-2.276631,Down
GSE39645,HES4,-0.190001,0.0279,0.0382,-2.276471,Down
GSE39645,RPL27///RPL27,0.131418,0.028,0.0383,2.275941,Up
GSE39645,KLC4,-0.130263,0.028,0.0383,-2.2755,Down
GSE39645,FBRSL1,-0.163112,0.028,0.0383,-2.275396,Down
GSE39645,DDAH2,0.264187,0.028,0.0383,2.275321,Up
GSE39645,MFSD4B,0.188719,0.028,0.0383,2.275305,Up
GSE39645,TBCA,0.251476,0.028,0.0383,2.275144,Up
GSE39645,PXMP2,-0.221531,0.028,0.0383,-2.27501,Down
GSE39645,CCDC169-SOHLH2///SOHLH2,-0.29237,0.028,0.0383,-2.274878,Down
GSE39645,DNAH1,0.293933,0.0281,0.0384,2.274571,Up
GSE39645,CCT4,0.336182,0.0281,0.0384,2.27443,Up
GSE39645,CPOX,-0.200396,0.0281,0.0384,-2.273983,Down
GSE39645,B4GALT7,0.215255,0.0281,0.0384,2.273781,Up
GSE39645,CRELD2,0.329715,0.0281,0.0384,2.273586,Up
GSE39645,RAD18,0.248311,0.0281,0.0385,2.273444,Up
GSE39645,RPL36A-HNRNPH2///FSTL5///RPL36A,0.360416,0.0281,0.0385,2.273417,Up
GSE39645,ALDH16A1,-0.18066,0.0282,0.0385,-2.272792,Down
GSE39645,JTB,0.240637,0.0282,0.0385,2.272251,Up
GSE39645,TAF1D,0.410974,0.0282,0.0385,2.272213,Up
GSE39645,RPLP1,0.151494,0.0283,0.0386,2.271652,Up
GSE39645,C12orf45,0.304719,0.0283,0.0386,2.271278,Up
GSE39645,S100PBP,0.199845,0.0283,0.0386,2.271048,Up
GSE39645,NRTN///NRTN,-0.151519,0.0283,0.0387,-2.270951,Down
GSE39645,SOX12,-0.201788,0.0283,0.0387,-2.270642,Down
GSE39645,RNH1,0.265564,0.0284,0.0387,2.269912,Up
GSE39645,RCN1,0.402397,0.0284,0.0387,2.26987,Up
GSE39645,MGST2,0.397026,0.0284,0.0387,2.269795,Up
GSE39645,TSPAN7,-0.465072,0.0284,0.0388,-2.269548,Down
GSE39645,WDCP,0.245773,0.0284,0.0388,2.269346,Up
GSE39645,DOCK11,0.482913,0.0285,0.0389,2.268239,Up
GSE39645,NAV1,-0.362425,0.0285,0.0389,-2.268064,Down
GSE39645,FAM49A,0.320564,0.0285,0.0389,2.267947,Up
GSE39645,THNSL1,0.308196,0.0285,0.0389,2.267844,Up
GSE39645,BRIP1,-0.374147,0.0285,0.0389,-2.267668,Down
GSE39645,IRF3,0.159232,0.0285,0.0389,2.267289,Up
GSE39645,6,0.309924,0.0286,0.0391,2.266067,Up
GSE39645,NCKAP1,0.39196,0.0286,0.0391,2.265722,Up
GSE39645,C1orf101,-0.205976,0.0287,0.0392,-2.264502,Down
GSE39645,PRR34,-0.193618,0.0288,0.0392,-2.264063,Down
GSE39645,C5,0.289241,0.0288,0.0392,2.263891,Up
GSE39645,ZNF479,-0.374417,0.0288,0.0392,-2.263848,Down
GSE39645,FOCAD,0.251125,0.0288,0.0393,2.263643,Up
GSE39645,EFEMP2,0.379857,0.0289,0.0393,2.262614,Up
GSE39645,PEX16,-0.137594,0.0289,0.0394,-2.262298,Down
GSE39645,TMEM251,0.114985,0.0289,0.0394,2.262015,Up
GSE39645,KLHL28,0.225543,0.029,0.0395,2.260389,Up
GSE39645,RFWD3,0.339132,0.029,0.0395,2.260362,Up
GSE39645,HIST1H2BD,0.298444,0.0291,0.0396,2.259363,Up
GSE39645,APOA1,-0.200149,0.0291,0.0396,-2.259237,Down
GSE39645,TPT1,0.140089,0.0291,0.0397,2.25862,Up
GSE39645,DIAPH2,0.461162,0.0291,0.0397,2.258582,Up
GSE39645,DIO2,0.757291,0.0291,0.0397,2.258362,Up
GSE39645,SOX5,0.431951,0.0291,0.0397,2.258353,Up
GSE39645,ETFB,0.228027,0.0291,0.0397,2.258281,Up
GSE39645,KIAA1586,0.310814,0.0292,0.0398,2.257178,Up
GSE39645,SUV39H1,0.326042,0.0292,0.0398,2.257163,Up
GSE39645,KCNT1,-0.203633,0.0292,0.0398,-2.257149,Down
GSE39645,TMEM37,-0.343376,0.0292,0.0398,-2.256967,Down
GSE39645,CBR3,0.249234,0.0293,0.0399,2.255618,Up
GSE39645,TP53RK,0.219219,0.0293,0.04,2.255363,Up
GSE39645,JMJD4,0.148631,0.0294,0.04,2.255208,Up
GSE39645,UBA52,0.146182,0.0294,0.04,2.254624,Up
GSE39645,ABCF2,0.312726,0.0295,0.0402,2.252983,Up
GSE39645,TF,-0.991315,0.0295,0.0402,-2.252732,Down
GSE39645,GSTM5,-0.554857,0.0295,0.0402,-2.252459,Down
GSE39645,POU4F3,-0.157232,0.0296,0.0402,-2.252259,Down
GSE39645,GRAP2,-0.274934,0.0296,0.0403,-2.251945,Down
GSE39645,EHMT1,0.275329,0.0296,0.0403,2.251795,Up
GSE39645,HSD17B13,-0.188389,0.0296,0.0403,-2.251341,Down
GSE39645,ZNF589,0.21352,0.0297,0.0404,2.250678,Up
GSE39645,CD22,0.530535,0.0297,0.0404,2.250017,Up
GSE39645,U2AF2,0.283663,0.0297,0.0404,2.249886,Up
GSE39645,P3H4,-0.234362,0.0297,0.0404,-2.249782,Down
GSE39645,RIMBP3B///RIMBP3C///RIMBP3,-0.254974,0.0297,0.0405,-2.249557,Down
GSE39645,NONO,0.263891,0.0298,0.0406,2.24836,Up
GSE39645,ADGRG5,-0.218525,0.0298,0.0406,-2.248245,Down
GSE39645,GON7,0.226902,0.0299,0.0406,2.24746,Up
GSE39645,ZNF676,-0.399154,0.0299,0.0407,-2.247175,Down
GSE39645,DUSP15,-0.155483,0.03,0.0407,-2.246367,Down
GSE39645,SPON1,-0.540759,0.03,0.0408,-2.246136,Down
GSE39645,CASP4,0.278026,0.03,0.0408,2.245734,Up
GSE39645,ZNF548,0.200748,0.03,0.0408,2.245481,Up
GSE39645,TTC30B,0.308532,0.03,0.0408,2.245246,Up
GSE39645,MAPKAPK3,0.211486,0.0301,0.0409,2.24496,Up
GSE39645,TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F,0.218001,0.0302,0.041,2.243461,Up
GSE39645,MAP3K14-AS1,-0.178504,0.0302,0.041,-2.243022,Down
GSE39645,TRIM17,-0.22407,0.0302,0.041,-2.242915,Down
GSE39645,SH3BP5L,-0.152449,0.0302,0.0411,-2.242691,Down
GSE39645,FRMD4B,0.471836,0.0302,0.0411,2.242275,Up
GSE39645,SH2D7,-0.228292,0.0303,0.0411,-2.242137,Down
GSE39645,SIGLEC9,0.374156,0.0303,0.0411,2.241763,Up
GSE39645,FAM89A,-0.163204,0.0303,0.0411,-2.241753,Down
GSE39645,POM121C///POMZP3///POM121///ZP3,0.213092,0.0303,0.0411,2.24167,Up
GSE39645,UNC119,0.28951,0.0303,0.0411,2.241575,Up
GSE39645,H2AFZ,0.400975,0.0304,0.0412,2.240416,Up
GSE39645,ACSS1,0.190624,0.0304,0.0413,2.239902,Up
GSE39645,MTCH1,0.168851,0.0304,0.0413,2.239608,Up
GSE39645,CLDN11,0.382026,0.0304,0.0413,2.239495,Up
GSE39645,TTI1,0.236356,0.0304,0.0413,2.239416,Up
GSE39645,CHD1,0.414302,0.0305,0.0413,2.239317,Up
GSE39645,ZAP70,-0.27061,0.0305,0.0414,-2.238827,Down
GSE39645,RUVBL2,0.373284,0.0305,0.0414,2.238503,Up
GSE39645,HGS,0.234735,0.0305,0.0414,2.238159,Up
GSE39645,KLHDC3,0.415584,0.0306,0.0415,2.237899,Up
GSE39645,LIMK1,0.295312,0.0306,0.0415,2.237422,Up
GSE39645,SNRPA1,0.305631,0.0306,0.0416,2.236591,Up
GSE39645,FPGT-TNNI3K///TNNI3K,0.30349,0.0307,0.0416,2.236476,Up
GSE39645,AMY2B///AMY2A///AMY1C///AMY1B///AMY1A,-0.605164,0.0307,0.0416,-2.2362,Down
GSE39645,CAPN10///GPR35,-0.159033,0.0308,0.0418,-2.234509,Down
GSE39645,FRG2C,-0.260188,0.0308,0.0418,-2.234424,Down
GSE39645,PYDC1,-0.16687,0.0308,0.0418,-2.234196,Down
GSE39645,TRIM48,-0.365934,0.0308,0.0418,-2.234136,Down
GSE39645,NUDT2,0.192971,0.0308,0.0418,2.234023,Up
GSE39645,CD247,-0.316588,0.0309,0.0419,-2.233202,Down
GSE39645,CALCRL,-0.616716,0.0309,0.0419,-2.233064,Down
GSE39645,IDI2,-0.207213,0.0309,0.0419,-2.232982,Down
GSE39645,RNF128,-0.336091,0.0309,0.0419,-2.232932,Down
GSE39645,PFN3,-0.194761,0.0309,0.0419,-2.232427,Down
GSE39645,SOX6,0.343782,0.031,0.042,2.232153,Up
GSE39645,NAALADL1,-0.190187,0.031,0.042,-2.232058,Down
GSE39645,POTEF///POTEJ///POTEM///POTEE///POTEKP,-0.142448,0.0311,0.0421,-2.230497,Down
GSE39645,NISCH,0.218245,0.0311,0.0422,2.230068,Up
GSE39645,PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3,-0.16547,0.0311,0.0422,-2.229634,Down
GSE39645,KARS,0.284005,0.0311,0.0422,2.22961,Up
GSE39645,PRAF2,0.263362,0.0312,0.0422,2.229032,Up
GSE39645,POU3F2,0.277753,0.0312,0.0423,2.228768,Up
GSE39645,BCAT1,0.416764,0.0312,0.0423,2.228721,Up
GSE39645,EDC3,0.173943,0.0313,0.0423,2.228077,Up
GSE39645,C1orf94,-0.250552,0.0313,0.0424,-2.226905,Down
GSE39645,DLX5,-0.307811,0.0313,0.0424,-2.226819,Down
GSE39645,PPARD,0.332038,0.0314,0.0425,2.226099,Up
GSE39645,H2AFY,0.300982,0.0314,0.0425,2.225703,Up
GSE39645,PAX3,-0.36199,0.0314,0.0425,-2.225669,Down
GSE39645,SPHK1,-0.321596,0.0314,0.0426,-2.22542,Down
GSE39645,LIPI,-0.247748,0.0314,0.0426,-2.225339,Down
GSE39645,PANK3,0.213937,0.0315,0.0426,2.224587,Up
GSE39645,MTA3,0.339002,0.0315,0.0427,2.224246,Up
GSE39645,ADO,0.275606,0.0315,0.0427,2.224178,Up
GSE39645,UTS2R,-0.175881,0.0316,0.0427,-2.223787,Down
GSE39645,RPL35,0.154532,0.0316,0.0428,2.22317,Up
GSE39645,ZNF662,-0.173648,0.0316,0.0428,-2.223151,Down
GSE39645,PDCD7,-0.116881,0.0316,0.0428,-2.222881,Down
GSE39645,C6orf223,-0.189117,0.0316,0.0428,-2.2227,Down
GSE39645,RUFY3,0.292007,0.0317,0.0429,2.221976,Up
GSE39645,RBBP7,0.256841,0.0317,0.0429,2.221424,Up
GSE39645,SFXN4,0.177081,0.0317,0.0429,2.221211,Up
GSE39645,RBM28,0.273526,0.0318,0.043,2.220915,Up
GSE39645,PPP1R15A,0.420796,0.0318,0.043,2.220904,Up
GSE39645,NDUFAF7,0.217923,0.0318,0.043,2.220328,Up
GSE39645,FOXE1,-0.230555,0.0319,0.0431,-2.21954,Down
GSE39645,C10orf54,0.384995,0.0319,0.0431,2.219387,Up
GSE39645,DUSP22,0.248344,0.0319,0.0431,2.21931,Up
GSE39645,WHAMM,0.131011,0.0319,0.0431,2.219229,Up
GSE39645,RIPK2,0.405485,0.032,0.0432,2.218404,Up
GSE39645,SEMA3A,-0.509677,0.032,0.0433,-2.21776,Down
GSE39645,TIGIT,-0.182617,0.032,0.0433,-2.217671,Down
GSE39645,GDF15,0.413925,0.032,0.0433,2.217566,Up
GSE39645,LURAP1L,0.469757,0.0321,0.0434,2.216353,Up
GSE39645,ZSWIM2,-0.125252,0.0322,0.0435,-2.215565,Down
GSE39645,MBD3,0.228483,0.0322,0.0435,2.215177,Up
GSE39645,FEM1C,0.400589,0.0322,0.0435,2.215116,Up
GSE39645,EDA,-0.194645,0.0322,0.0435,-2.21495,Down
GSE39645,AXIN1,0.217281,0.0322,0.0435,2.214916,Up
GSE39645,PHOX2A,-0.182026,0.0323,0.0436,-2.213642,Down
GSE39645,C18orf54,0.360602,0.0324,0.0437,2.212611,Up
GSE39645,PLCL2,-0.318103,0.0324,0.0438,-2.211917,Down
GSE39645,CSNK2B,0.223822,0.0326,0.044,2.209868,Up
GSE39645,PSAT1,0.524288,0.0326,0.044,2.209866,Up
GSE39645,MLIP,1.099003,0.0326,0.044,2.209768,Up
GSE39645,KIAA0040,-0.550788,0.0326,0.044,-2.209707,Down
GSE39645,PARP10,0.207727,0.0326,0.0441,2.20903,Up
GSE39645,KLHL8,0.268269,0.0327,0.0441,2.208494,Up
GSE39645,DMWD,0.223554,0.0327,0.0442,2.208183,Up
GSE39645,NA,-0.217618,0.0328,0.0442,-2.207507,Down
GSE39645,SNCG,-0.543314,0.0328,0.0443,-2.20632,Down
GSE39645,SNAP47,-0.142795,0.0329,0.0444,-2.205589,Down
GSE39645,PLGLA///LPAL2///PLGLB1///PLGLB2///PLG,-0.442387,0.0329,0.0445,-2.205003,Down
GSE39645,FLYWCH2,0.145397,0.0329,0.0445,2.204983,Up
GSE39645,SNX32,0.247508,0.033,0.0445,2.204728,Up
GSE39645,PLXNA1,0.329788,0.033,0.0445,2.204478,Up
GSE39645,RPP25L,0.180856,0.033,0.0446,2.203821,Up
GSE39645,IFNG,-0.41768,0.033,0.0446,-2.20377,Down
GSE39645,NA,0.197383,0.0331,0.0446,2.20347,Up
GSE39645,TBC1D8,0.327292,0.0331,0.0447,2.202585,Up
GSE39645,SHMT2,0.344591,0.0331,0.0447,2.202568,Up
GSE39645,SETMAR,-0.157208,0.0332,0.0447,-2.202282,Down
GSE39645,SLC39A11,0.350303,0.0332,0.0448,2.201259,Up
GSE39645,TAS2R19,-0.2413,0.0332,0.0448,-2.201218,Down
GSE39645,FCHSD1,0.209908,0.0333,0.0449,2.200092,Up
GSE39645,TRAT1,-0.388722,0.0334,0.045,-2.199446,Down
GSE39645,BEST2,-0.160528,0.0334,0.045,-2.199186,Down
GSE39645,PAK4,-0.158798,0.0334,0.045,-2.198948,Down
GSE39645,TMEM134,0.14488,0.0334,0.045,2.198875,Up
GSE39645,FAM19A3,-0.248182,0.0335,0.0451,-2.198149,Down
GSE39645,HNRNPK,0.178622,0.0335,0.0451,2.197924,Up
GSE39645,PRSS54,-0.189202,0.0335,0.0451,-2.197917,Down
GSE39645,LYPLA1,0.35261,0.0335,0.0451,2.19786,Up
GSE39645,HAP1,-0.29489,0.0335,0.0452,-2.197486,Down
GSE39645,PRMT7,0.212343,0.0335,0.0452,2.197208,Up
GSE39645,RAB11FIP3,0.153301,0.0335,0.0452,2.197048,Up
GSE39645,ECM1,-0.340337,0.0336,0.0453,-2.196426,Down
GSE39645,REPS1,0.378778,0.0336,0.0453,2.196371,Up
GSE39645,KMT2B,0.233615,0.0336,0.0453,2.196098,Up
GSE39645,GNE,0.305716,0.0337,0.0453,2.195716,Up
GSE39645,EFNA2,-0.16806,0.0337,0.0453,-2.195491,Down
GSE39645,CHIT1,-0.455405,0.0337,0.0454,-2.194436,Down
GSE39645,CA2,-0.571508,0.0338,0.0455,-2.193947,Down
GSE39645,DZIP3,0.396459,0.0338,0.0455,2.193809,Up
GSE39645,CDH23,-0.274889,0.0338,0.0456,-2.193282,Down
GSE39645,PHF13,-0.177441,0.0339,0.0456,-2.193104,Down
GSE39645,ALG1L,0.280131,0.0339,0.0456,2.193014,Up
GSE39645,CHRNB1,-0.159119,0.034,0.0457,-2.191433,Down
GSE39645,NT5M,-0.174777,0.034,0.0458,-2.190778,Down
GSE39645,CEP152,0.258714,0.0341,0.0458,2.190291,Up
GSE39645,KIAA1614,-0.213083,0.0341,0.0459,-2.189726,Down
GSE39645,AGBL5,0.205109,0.0342,0.046,2.188796,Up
GSE39645,KIF23,-0.481137,0.0342,0.046,-2.188689,Down
GSE39645,TNIP2,0.256996,0.0342,0.046,2.188258,Up
GSE39645,ZNF341,-0.170363,0.0343,0.0461,-2.187903,Down
GSE39645,SLC39A7,0.304782,0.0343,0.0461,2.187722,Up
GSE39645,HIST1H4I,-0.197759,0.0343,0.0461,-2.187167,Down
GSE39645,PITPNM2,0.27768,0.0344,0.0462,2.186258,Up
GSE39645,CPO,-0.260779,0.0344,0.0463,-2.186062,Down
GSE39645,NA,-1.356159,0.0344,0.0463,-2.18594,Down
GSE39645,NXPH3,-0.26393,0.0344,0.0463,-2.185914,Down
GSE39645,TMEM57,0.155035,0.0345,0.0464,2.184953,Up
GSE39645,GNL2,0.328325,0.0345,0.0464,2.184856,Up
GSE39645,C1S,0.512825,0.0345,0.0464,2.184823,Up
GSE39645,SYAP1,0.454053,0.0345,0.0464,2.184646,Up
GSE39645,KDELR2,0.422737,0.0345,0.0464,2.184633,Up
GSE39645,WDR5,0.31183,0.0345,0.0464,2.184546,Up
GSE39645,C5orf52,-0.210043,0.0345,0.0464,-2.184435,Down
GSE39645,TTK,-0.494674,0.0345,0.0464,-2.184157,Down
GSE39645,CSAD,-0.209939,0.0346,0.0465,-2.183423,Down
GSE39645,LPCAT3,0.288434,0.0347,0.0466,2.182754,Up
GSE39645,MSI1,0.23747,0.0347,0.0466,2.181917,Up
GSE39645,PRKDC,0.420403,0.0347,0.0467,2.181822,Up
GSE39645,GDF11,-0.218653,0.0347,0.0467,-2.181646,Down
GSE39645,LDLRAP1,-0.255814,0.0348,0.0467,-2.181293,Down
GSE39645,STRN,0.250134,0.0348,0.0467,2.181276,Up
GSE39645,NA,0.261193,0.0348,0.0467,2.181227,Up
GSE39645,ZFAND2B,0.138697,0.0348,0.0467,2.180969,Up
GSE39645,PPP1R10,0.349606,0.0348,0.0467,2.180845,Up
GSE39645,HEBP2,0.208012,0.0348,0.0468,2.180611,Up
GSE39645,SPRR2D,-0.286501,0.0349,0.0469,-2.179507,Down
GSE39645,DCAKD,0.296114,0.035,0.047,2.178603,Up
GSE39645,OAZ2,-0.139933,0.035,0.047,-2.178515,Down
GSE39645,DUS1L,0.234646,0.035,0.047,2.178162,Up
GSE39645,BRCA2,-0.25579,0.0351,0.0471,-2.177668,Down
GSE39645,ARHGEF39,-0.159517,0.0351,0.0471,-2.177563,Down
GSE39645,TOMM40,-0.188952,0.0351,0.0471,-2.177262,Down
GSE39645,ZIC1,-0.542333,0.0351,0.0471,-2.176737,Down
GSE39645,NDUFB9,0.325551,0.0351,0.0472,2.176555,Up
GSE39645,TRA2A,0.322335,0.0352,0.0472,2.176365,Up
GSE39645,UFSP1,-0.189114,0.0352,0.0472,-2.176222,Down
GSE39645,TTC30A,0.247554,0.0352,0.0472,2.176181,Up
GSE39645,IWS1,0.359808,0.0352,0.0472,2.176124,Up
GSE39645,PGAM2,-0.282132,0.0352,0.0472,-2.176002,Down
GSE39645,TEF,0.301211,0.0352,0.0472,2.175772,Up
GSE39645,CNOT3,0.200624,0.0353,0.0473,2.17524,Up
GSE39645,DPP3,0.280319,0.0353,0.0474,2.17442,Up
GSE39645,HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K,0.366116,0.0354,0.0474,2.174018,Up
GSE39645,MYBBP1A,0.236278,0.0354,0.0474,2.173752,Up
GSE39645,KIF20A,-0.596951,0.0354,0.0475,-2.172965,Down
GSE39645,SAAL1,0.302448,0.0354,0.0475,2.17289,Up
GSE39645,TPRX1,-0.283525,0.0355,0.0475,-2.172612,Down
GSE39645,ACADS,0.151645,0.0355,0.0475,2.17254,Up
GSE39645,TMEM53,0.197732,0.0355,0.0476,2.172012,Up
GSE39645,CLTA,0.139587,0.0356,0.0477,2.17106,Up
GSE39645,TWISTNB,0.248038,0.0356,0.0477,2.170855,Up
GSE39645,GIGYF1,0.205127,0.0356,0.0477,2.170548,Up
GSE39645,OCEL1,0.142746,0.0356,0.0477,2.170516,Up
GSE39645,PLEKHA6,-0.274086,0.0356,0.0477,-2.170422,Down
GSE39645,LAPTM4A,0.170681,0.0357,0.0478,2.169492,Up
GSE39645,SPRYD7,0.165554,0.0358,0.0479,2.169027,Up
GSE39645,TEAD3,-0.231845,0.0358,0.048,-2.168115,Down
GSE39645,IKBIP,0.269517,0.0358,0.048,2.167837,Up
GSE39645,POSTN,1.076242,0.036,0.0482,2.166374,Up
GSE39645,GIMAP6,0.372371,0.036,0.0482,2.165618,Up
GSE39645,ALS2CR12,-0.236478,0.0361,0.0483,-2.165313,Down
GSE39645,PPP1R3F,-0.167824,0.0361,0.0483,-2.165052,Down
GSE39645,FGFR1OP2,0.303595,0.0361,0.0483,2.165013,Up
GSE39645,FIGLA,-0.113996,0.0361,0.0484,-2.164434,Down
GSE39645,RHOH,0.387164,0.0362,0.0484,2.163818,Up
GSE39645,SHCBP1L,-0.143852,0.0362,0.0485,-2.16336,Down
GSE39645,TXNDC17///TXNDC17,0.392456,0.0364,0.0486,2.161672,Up
GSE39645,MXRA5,-0.621799,0.0364,0.0487,-2.161604,Down
GSE39645,AGPAT2,-0.220848,0.0364,0.0487,-2.161401,Down
GSE39645,CWF19L1,0.285692,0.0365,0.0488,2.160331,Up
GSE39645,PRDX4,0.486254,0.0365,0.0488,2.160088,Up
GSE39645,CCDC122,0.191739,0.0365,0.0488,2.159868,Up
GSE39645,TRIP10,0.31449,0.0365,0.0489,2.159506,Up
GSE39645,MAP1S,0.209152,0.0365,0.0489,2.159419,Up
GSE39645,RAD1,0.232063,0.0366,0.049,2.15834,Up
GSE39645,PSG2,-0.254219,0.0367,0.049,-2.157763,Down
GSE39645,EGR4,-0.212332,0.0367,0.0491,-2.157366,Down
GSE39645,SLC35D3,-0.15968,0.0367,0.0491,-2.156898,Down
GSE39645,RSPO3,-0.422304,0.0368,0.0492,-2.15609,Down
GSE39645,KPTN,0.233734,0.0368,0.0492,2.15602,Up
GSE39645,NOM1,0.265936,0.0369,0.0493,2.155467,Up
GSE39645,BAG3,-0.414976,0.0369,0.0493,-2.15513,Down
GSE39645,ARHGAP17,0.263828,0.0369,0.0494,2.154513,Up
GSE39645,TEX12,-0.133072,0.037,0.0494,-2.15434,Down
GSE39645,PACSIN2,0.283639,0.037,0.0495,2.153682,Up
GSE39645,DRG1,0.380319,0.0371,0.0495,2.152985,Up
GSE39645,WLS,0.360506,0.0371,0.0495,2.152887,Up
GSE39645,IP6K3,0.50756,0.0371,0.0495,2.152824,Up
GSE39645,CYTL1,0.344009,0.0371,0.0496,2.152538,Up
GSE39645,FAM117A,-0.220912,0.0371,0.0496,-2.152361,Down
GSE39645,DTYMK,0.377821,0.0371,0.0496,2.152343,Up
GSE39645,ACTL6A,0.381667,0.0372,0.0497,2.151779,Up
GSE39645,MRPL3,0.296296,0.0372,0.0497,2.151466,Up
GSE39645,AP3S1,0.150525,0.0372,0.0497,2.151295,Up
GSE39645,GFOD1,-0.281527,0.0373,0.0497,-2.15079,Down
GSE39645,SGMS2,-0.401202,0.0373,0.0498,-2.150285,Down
GSE39645,MGST3///MGST3,0.216496,0.0373,0.0498,2.150174,Up
GSE39645,PWP2,0.26752,0.0373,0.0498,2.150006,Up
GSE39645,ZNF208,0.205225,0.0373,0.0498,2.149931,Up
GSE39645,CHST14,0.211058,0.0373,0.0498,2.149825,Up
GSE39645,ZNF354C,0.167761,0.0374,0.0499,2.149273,Up
GSE39645,FGD3,-0.290215,0.0374,0.0499,-2.149209,Down
GSE39645,RSL1D1,0.281822,0.0374,0.0499,2.148936,Up
GSE39645,SIX3,-0.166295,0.0375,0.0501,-2.147539,Down
GSE39645,EPHB4,-0.267044,0.0375,0.0501,-2.147298,Down
GSE39645,EXOSC7,0.264391,0.0376,0.0501,2.146919,Up
GSE39645,HIST1H2BN///HIST1H2AK,-0.241159,0.0376,0.0502,-2.146204,Down
GSE39645,CYB561,0.217842,0.0377,0.0502,2.145928,Up
GSE39645,KRI1,0.239955,0.0377,0.0503,2.14541,Up
GSE39645,ARHGAP45,0.285447,0.0377,0.0503,2.145401,Up
